pid,pre,post,full,n_pre_obs,n_pre_T,pre_flips
020245510999694|81001|2,TTUT,TTTT,TTUT-TTTT,4,3,2
020291699600989|83001|2,TTTT,....,TTTT-....,4,4,0
020295189400966|87001|2,T...,....,T...-....,1,1,0
020311220987492|83001|1,TTTT,....,TTTT-....,4,4,0
020420860014901|80001|1,ETTT,EEEE,ETTT-EEEE,4,3,1
020420860014901|80001|2,TTEE,TTTT,TTEE-TTTT,4,2,1
020425094337319|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
020453500698298|83001|1,ETTT,....,ETTT-....,4,3,1
020525094346319|81001|2,T...,....,T...-....,1,1,0
020616095854129|82001|2,TTTT,T...,TTTT-T...,4,4,0
020655094318318|79001|4,TTTT,NNNN,TTTT-NNNN,4,4,0
020795360795895|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
020837093516159|81001|1,NUUT,E.EE,NUUT-E.EE,4,1,2
020862170992590|80001|1,TTTT,TTNT,TTTT-TTNT,4,4,0
020902095908996|81001|1,TTUN,TTTT,TTUN-TTTT,4,2,2
020905064357319|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
020905064357319|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
020905094313319|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
020918093431469|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
020932091417929|82001|2,TTTT,....,TTTT-....,4,4,0
020935094353319|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
020937093511159|80001|1,T...,....,T...-....,1,1,0
020945074345319|83001|1,TTTT,....,TTTT-....,4,4,0
020958063433469|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
020972071425929|82001|2,NTTT,....,NTTT-....,4,3,1
020980090341989|82001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
020986075805129|81001|2,TTEE,EEEE,TTEE-EEEE,4,2,1
021011130996590|81001|3,N.TN,NEEE,N.TN-NEEE,3,1,2
021015510694990|83001|1,TTTT,....,TTTT-....,4,4,0
021018087001605|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
021171690119306|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
021184820982395|81001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
021271330995794|80001|1,NTTT,TTTT,NTTT-TTTT,4,3,1
021274100695794|83001|2,TTTT,....,TTTT-....,4,4,0
021438002902795|81001|1,TTTT,....,TTTT-....,4,4,0
021455043905898|80001|2,UUTT,....,UUTT-....,4,2,1
021483800699597|82001|1,TTTT,....,TTTT-....,4,4,0
021483860019507|83001|1,T...,....,T...-....,1,1,0
021555027908193|82001|1,TTTT,....,TTTT-....,4,4,0
021571880018804|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
021654240919092|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
021722690683498|81001|1,TTTT,TTNT,TTTT-TTNT,4,4,0
021742360999499|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
022000560949491|82001|1,TTTT,....,TTTT-....,4,4,0
022000860989491|82001|2,TTTT,....,TTTT-....,4,4,0
022087184260130|82001|2,TTTT,....,TTTT-....,4,4,0
022243360999091|81001|1,TTT.,.TTT,TTT.-.TTT,3,3,0
022245830019001|83001|1,T...,....,T...-....,1,1,0
022520860901399|80001|1,TTNN,NNUN,TTNN-NNUN,4,2,1
022521320991399|81001|2,EETE,EEEU,EETE-EEEU,4,1,2
022801370973299|83001|1,TTTT,....,TTTT-....,4,4,0
022801870963299|83001|1,T...,....,T...-....,1,1,0
023012450931092|82001|1,TTTT,T...,TTTT-T...,4,4,0
023012450931092|82001|2,TTTT,T...,TTTT-T...,4,4,0
023014500991092|83001|2,TTTT,....,TTTT-....,4,4,0
023057112160320|81001|1,TTTT,T...,TTTT-T...,4,4,0
023073152180120|82001|2,TTTT,....,TTTT-....,4,4,0
023079152260120|81001|2,TTTT,....,TTTT-....,4,4,0
023079152260120|82001|1,TTTT,....,TTTT-....,4,4,0
023373769300714|87001|1,T...,....,T...-....,1,1,0
023373769300714|87001|2,T...,....,T...-....,1,1,0
023492899600951|80001|1,TTTU,TTTT,TTTU-TTTT,4,3,1
023560790776194|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
023560790776194|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
023560790776194|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
023563330116104|83001|2,TTTT,....,TTTT-....,4,4,0
023873510998891|81001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
023993540997892|81001|1,TEEE,EEEE,TEEE-EEEE,4,1,1
024096114240420|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
024285086909492|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
024395759500974|83001|2,TTTT,....,TTTT-....,4,4,0
024470580014206|83001|2,NETT,....,NETT-....,4,2,2
024473760923895|83001|1,ET..,....,ET..-....,2,1,1
024504480015809|83001|1,TTTT,....,TTTT-....,4,4,0
024859053001702|83001|2,TTTT,....,TTTT-....,4,4,0
024859055908792|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
024911016907292|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
024992750978791|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
024992750978791|81001|1,TE.N,....,TE.N-....,3,1,2
025025155080470|82001|2,TTTT,....,TTTT-....,4,4,0
025026155120470|87001|2,T...,....,T...-....,1,1,0
025071139360100|81001|1,UTTT,TTT.,UTTT-TTT.,4,3,1
025251690694743|83001|1,TTT.,....,TTT.-....,3,3,0
025290760979595|82001|1,T...,....,T...-....,1,1,0
025292340999595|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
025341560997093|83001|1,TTTT,....,TTTT-....,4,4,0
025341560997093|83001|2,TTTT,....,TTTT-....,4,4,0
025911290696692|80001|1,TTTT,TTTN,TTTT-TTTN,4,4,0
025933400983993|83001|1,TTTT,....,TTTT-....,4,4,0
025960150699098|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
025960360999088|80001|2,EEET,....,EEET-....,4,1,1
026292370993099|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
026293590993099|83001|1,TTTT,....,TTTT-....,4,4,0
026303570692591|82001|2,T...,....,T...-....,1,1,0
026303570692591|83001|2,TEEE,....,TEEE-....,4,1,1
026413190698992|80001|1,TTTT,TT.E,TTTT-TT.E,4,4,0
026414170998992|80001|2,NNTN,NNNN,NNTN-NNNN,4,1,2
026724880014802|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
026730140922199|81001|1,TTTT,NNNN,TTTT-NNNN,4,4,0
027087196160240|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
027495989200986|82001|2,TTTT,T.E.,TTTT-T.E.,4,4,0
027591729400993|83001|1,TTTT,....,TTTT-....,4,4,0
027693390999096|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
028017194380720|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
028046109240880|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
028078104160030|79001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
028134350995497|83001|2,TTTT,....,TTTT-....,4,4,0
028243200985395|80001|1,TTTT,T...,TTTT-T...,4,4,0
028262260939497|83001|2,TTTT,....,TTTT-....,4,4,0
028423690967192|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
028530140977492|81001|2,E.TT,EEEE,E.TT-EEEE,3,2,1
028532840117402|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
028535510997492|81001|1,TTTT,....,TTTT-....,4,4,0
028963530991890|80001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
028965160991890|83001|1,TTTT,....,TTTT-....,4,4,0
029084142280200|82001|2,TTTT,....,TTTT-....,4,4,0
029194959900908|80001|1,TNNN,NNNE,TNNN-NNNE,4,1,1
029384820963493|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
029468829700961|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
029474880981995|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
029498759500918|87001|2,T...,....,T...-....,1,1,0
029604280019700|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
029814760690897|81001|2,TEEE,....,TEEE-....,4,1,1
029850460983298|83001|2,TTTT,....,TTTT-....,4,4,0
029850510693298|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
029850510693298|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
029850760993278|81001|4,TTTT,TTTT,TTTT-TTTT,4,4,0
029850760993278|83001|1,TT..,....,TT..-....,2,2,0
029851180993298|82001|2,T...,....,T...-....,1,1,0
029852310993298|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
029855160993298|83001|1,TTTT,....,TTTT-....,4,4,0
029960521980731|83001|1,ENNT,....,ENNT-....,4,1,2
029983260988290|82001|2,NNTN,NNN.,NNTN-NNN.,4,1,2
029983490988290|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
030086115020920|83001|2,TTTT,....,TTTT-....,4,4,0
030088135480100|80001|1,TTTT,.TTT,TTTT-.TTT,4,4,0
030092290986195|83001|1,TTTT,....,TTTT-....,4,4,0
030092340976195|81001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
030104790700119|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
030122002146100|83001|2,TTT.,....,TTT.-....,3,3,0
030130001738010|82001|2,NNUT,....,NNUT-....,4,1,2
030150360995592|82001|3,TTTT,TT..,TTTT-TT..,4,4,0
030211670964591|80001|1,TTTT,....,TTTT-....,4,4,0
030212340994591|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
030212340994591|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
030214550994591|83001|1,TTTT,....,TTTT-....,4,4,0
030214550994591|83001|2,TTTT,....,TTTT-....,4,4,0
030394480981798|80001|2,TTTT,TT.T,TTTT-TT.T,4,4,0
030424280017207|82001|2,NNUT,UNN.,NNUT-UNN.,4,1,2
030424280017207|87001|2,T...,....,T...-....,1,1,0
030550260986497|82001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
030614280983297|87001|1,T...,....,T...-....,1,1,0
030744074821579|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
030967096707369|82001|1,TTTT,....,TTTT-....,4,4,0
030988097641809|82001|2,TTTT,ETTT,TTTT-ETTT,4,4,0
030991330995090|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
031045141340860|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
031090220693791|80001|2,TTET,TTTT,TTET-TTTT,4,3,2
031090221693791|81001|2,TTTT,ENNE,TTTT-ENNE,4,4,0
031415290500192|80001|1,E.ET,....,E.ET-....,3,1,1
031590260962196|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
031590260962196|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
031691270950980|87001|1,T...,....,T...-....,1,1,0
031691270960990|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
031691670950970|79001|3,TTTT,....,TTTT-....,4,4,0
031691670960980|81001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
031691870930990|82001|1,ETTT,....,ETTT-....,4,3,1
031779053908698|80001|1,TTNN,....,TTNN-....,4,2,1
032006171340240|82001|2,TTTT,T...,TTTT-T...,4,4,0
032016159060110|80001|2,TTTT,.TTT,TTTT-.TTT,4,4,0
032023154520480|82001|2,TTTT,ETT.,TTTT-ETT.,4,4,0
032301370995998|83001|2,TTTU,....,TTTU-....,4,3,1
032303540995998|80001|2,ENTN,...E,ENTN-...E,4,1,3
032303550695998|81001|1,TTTT,E...,TTTT-E...,4,4,0
032371180994992|83001|2,TTTT,....,TTTT-....,4,4,0
032390639400862|82001|1,TUUN,EE..,TUUN-EE..,4,1,2
032490639800862|82001|2,TTTT,....,TTTT-....,4,4,0
032751094408563|82001|1,EETE,E...,EETE-E...,4,1,2
032893270013605|83001|2,TTTT,....,TTTT-....,4,4,0
033001018907376|83001|1,T...,....,T...-....,1,1,0
033068122460900|80001|1,TTTT,....,TTTT-....,4,4,0
033341320024505|82001|2,NNNT,....,NNNT-....,4,1,1
033341370924585|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
033341670964595|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
033342840984595|82001|2,TTTT,....,TTTT-....,4,4,0
033343150994595|80001|1,TTTT,TTUT,TTTT-TTUT,4,4,0
033451430989496|81001|1,TTTT,.TTT,TTTT-.TTT,4,4,0
033531150991298|83001|2,TTTT,....,TTTT-....,4,4,0
033532250961298|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
033532250961298|80001|2,TEEE,EEEE,TEEE-EEEE,4,1,1
033532250961298|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
033532250961298|81001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
033532550991298|81001|1,TTTT,TTTU,TTTT-TTTU,4,4,0
033891790792699|80001|2,TTTU,....,TTTU-....,4,3,1
033891790792699|82001|1,TTTT,....,TTTT-....,4,4,0
033893860952699|83001|3,T...,....,T...-....,1,1,0
033894160992699|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
034035500991493|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
034212770797594|82001|2,TTTT,....,TTTT-....,4,4,0
034371160012704|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
034371160012704|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
034372140972794|81001|1,TTTT,TT.T,TTTT-TT.T,4,4,0
034372730692794|82001|2,TTTT,....,TTTT-....,4,4,0
034397769600858|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
034441220015405|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
034480360990397|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
034699440119006|80001|1,TT..,....,TT..-....,2,2,0
034844480956893|81001|2,TTTE,EEEE,TTTE-EEEE,4,3,1
034844480956893|83001|1,TTTT,....,TTTT-....,4,4,0
034901380995395|83001|2,TTTT,....,TTTT-....,4,4,0
034930150699795|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
035021260014808|87001|1,T...,....,T...-....,1,1,0
035022570794898|83001|1,TTTT,....,TTTT-....,4,4,0
035023360994898|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
035023540994898|81001|1,TTNT,TTTT,TTNT-TTTT,4,3,2
035032244130350|82001|1,TTTE,TT..,TTTE-TT..,4,3,1
035333660934093|80001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
035383880111404|83001|1,T...,....,T...-....,1,1,0
035383880111404|83001|2,T...,....,T...-....,1,1,0
035384620961494|82001|1,NTTT,....,NTTT-....,4,3,1
035483570997598|83001|1,TTTT,....,TTTT-....,4,4,0
035510460953992|82001|1,TTTT,T...,TTTT-T...,4,4,0
035511380994497|80001|1,NTTT,TTTT,NTTT-TTTT,4,3,1
035513500994497|82001|1,TTTT,....,TTTT-....,4,4,0
035513560993992|83001|1,TTTT,....,TTTT-....,4,4,0
035604490983492|81001|2,TTTN,NNEN,TTTN-NNEN,4,3,1
035800150993492|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
035803460983492|82001|1,TTTT,T...,TTTT-T...,4,4,0
035803460983492|82001|2,TTTT,....,TTTT-....,4,4,0
035803460983492|83001|3,TTTT,....,TTTT-....,4,4,0
035905310998291|81001|1,NTTT,NNNN,NTTT-NNNN,4,3,1
036155510995198|83001|1,EE.T,....,EE.T-....,3,1,1
036155510995198|83001|2,EE.T,....,EE.T-....,3,1,1
036263160972090|83001|3,TTTT,....,TTTT-....,4,4,0
036279139300890|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
036302260989895|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
036302760979895|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
036304120979895|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
036481100973997|83001|1,TNNE,....,TNNE-....,4,1,2
036619640059005|83001|1,TTTT,....,TTTT-....,4,4,0
036619640059005|83001|2,TTTT,....,TTTT-....,4,4,0
036622370994196|82001|1,TTTT,....,TTTT-....,4,4,0
036652430690943|80001|2,NTTT,UTTT,NTTT-UTTT,4,3,1
036652430690943|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
036653130970993|83001|1,TTTT,....,TTTT-....,4,4,0
036750380794598|82001|1,E..T,....,E..T-....,2,1,1
036750460954598|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
036750660984578|83001|2,T...,....,T...-....,1,1,0
036750860964598|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
036752890984598|82001|2,TTTT,....,TTTT-....,4,4,0
037025150380890|82001|1,TTTT,....,TTTT-....,4,4,0
037072200980298|80001|2,TTTT,NNNN,TTTT-NNNN,4,4,0
037072200980298|81001|2,ET..,....,ET..-....,2,1,1
037072200980298|83001|2,TNNT,....,TNNT-....,4,2,2
037074420980298|81001|4,T...,....,T...-....,1,1,0
037074420980298|83001|1,TTTT,....,TTTT-....,4,4,0
037110250697797|82001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
037115350997797|81001|1,E.NT,EEEE,E.NT-EEEE,3,1,2
037452830781291|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
037452830781291|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
037452830781291|82001|2,TTTT,....,TTTT-....,4,4,0
037452830781291|83001|2,T...,....,T...-....,1,1,0
037453440981291|82001|2,TTTT,....,TTTT-....,4,4,0
037453730791291|80001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
037454340991291|81001|1,TTTT,.EEE,TTTT-.EEE,4,4,0
037454640781291|81001|2,TNNN,NNNN,TNNN-NNNN,4,1,1
037455360791291|83001|1,EEET,....,EEET-....,4,1,1
037471270982198|81001|2,TTNN,NNNN,TTNN-NNNN,4,2,1
037471270982198|83001|2,TTTT,....,TTTT-....,4,4,0
037612190973295|82001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
037612390793295|83001|2,T...,....,T...-....,1,1,0
037613310993295|81001|1,TTTT,TTNT,TTTT-TTNT,4,4,0
037690260982298|80001|1,T.TT,....,T.TT-....,3,3,0
037690260982298|80001|2,E.TE,....,E.TE-....,3,1,2
038058178460570|79001|1,TTTT,TTT.,TTTT-TTT.,4,4,0
038058178460570|83001|2,TTT.,....,TTT.-....,3,3,0
038098229100877|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
038473370996495|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
038473370996495|83001|2,TTTT,....,TTTT-....,4,4,0
038474320996495|81001|2,TTT.,....,TTT.-....,3,3,0
038732350991697|81001|1,TTTT,....,TTTT-....,4,4,0
038953860018801|81001|2,EENT,TTNN,EENT-TTNN,4,1,2
038953860018801|83001|2,T...,....,T...-....,1,1,0
039254820989493|82001|1,TTTT,....,TTTT-....,4,4,0
039330380997196|80001|1,E.TT,..T.,E.TT-..T.,3,2,1
039330680787196|80001|1,TTTT,NNNN,TTTT-NNNN,4,4,0
039331370997186|82001|1,UUTT,EE..,UUTT-EE..,4,2,1
039331370997186|82001|2,TTTT,TT..,TTTT-TT..,4,4,0
039352810693543|79001|2,TTTT,TTTN,TTTT-TTTN,4,4,0
039412170774095|83001|1,TTTT,....,TTTT-....,4,4,0
039412170774095|83001|2,TTTT,....,TTTT-....,4,4,0
039571520997592|81001|2,T...,....,T...-....,1,1,0
039930550691992|83001|1,TTTT,....,TTTT-....,4,4,0
040002260987194|87001|3,T...,....,T...-....,1,1,0
040002760977194|79001|1,TTNT,TTTT,TTNT-TTTT,4,3,2
040062161080040|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
040063160973096|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
040063160973096|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
040396469700937|81001|2,NTNE,EEE.,NTNE-EEE.,4,1,3
040491180991594|83001|2,TNNN,....,TNNN-....,4,1,1
040491230981594|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
040491669800983|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
040492310991594|80001|1,T.TT,TTTT,T.TT-TTTT,3,3,0
040493170991594|83001|1,TTTT,....,TTTT-....,4,4,0
040495129800916|83001|3,TTTT,....,TTTT-....,4,4,0
040522700796599|83001|1,TT..,....,TT..-....,2,2,0
040525540696599|83001|1,TTTT,....,TTTT-....,4,4,0
040525540696599|83001|2,TTTT,....,TTTT-....,4,4,0
040620110695198|83001|2,TTTT,....,TTTT-....,4,4,0
040701076911849|80001|1,TTTT,EEUT,TTTT-EEUT,4,4,0
040801066914849|82001|2,TTTT,T...,TTTT-T...,4,4,0
040831076922849|81001|1,EETT,EEEE,EETT-EEEE,4,2,1
040831076922849|82001|1,TTTT,NNN.,TTTT-NNN.,4,4,0
040831076922849|82001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
040841096942849|82001|2,TTTT,TTT.,TTTT-TTT.,4,4,0
040891076906849|82001|2,TTTT,....,TTTT-....,4,4,0
040905510995095|82001|2,TTTT,....,TTTT-....,4,4,0
040929091943379|82001|1,TTTT,....,TTTT-....,4,4,0
040991096941849|83001|2,TTNT,....,TTNT-....,4,3,2
041006142080290|79001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
041030540996999|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
041030690966999|83001|1,TTT.,....,TTT.-....,3,3,0
041031600706999|82001|1,TT..,....,TT..-....,2,2,0
041034220966999|80001|2,TNNN,NN.N,TNNN-NN.N,4,1,1
041034220966999|87001|2,T...,....,T...-....,1,1,0
041099369100935|80001|1,TTTT,TT..,TTTT-TT..,4,4,0
041110310970391|80001|2,TTTT,....,TTTT-....,4,4,0
041160380796399|83001|1,EETT,....,EETT-....,4,2,1
041163560996399|82001|2,TTTT,....,TTTT-....,4,4,0
041284420981197|82001|2,TTTT,T...,TTTT-T...,4,4,0
041290160948382|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
041290260918372|80001|1,TTU.,....,TTU.-....,3,2,1
041290860988372|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
041294470018302|81001|1,TT..,....,TT..-....,2,2,0
041372240984090|87001|1,T...,....,T...-....,1,1,0
041492779900762|81001|1,ETTE,EEEE,ETTE-EEEE,4,2,2
041630540020607|83001|1,T...,....,T...-....,1,1,0
041630560990697|80001|2,TE..,....,TE..-....,2,1,1
041630690694149|83001|2,TTT.,....,TTT.-....,3,3,0
041632450014109|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
042059122180410|80001|1,NTTT,TTTT,NTTT-TTTT,4,3,1
042059122180410|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
042066196080140|79001|3,TTTT,TTTT,TTTT-TTTT,4,4,0
042067181440290|81001|1,TTTT,TTTN,TTTT-TTTN,4,4,0
042096519900952|82001|1,TT.T,T...,TT.T-T...,3,3,0
042192119200912|80001|1,TNTT,NTTT,TNTT-NTTT,4,3,2
042192119200912|83001|2,EETT,....,EETT-....,4,2,1
042250250695795|82001|2,TEEE,EEE.,TEEE-EEE.,4,1,1
042251400785795|80001|2,EETT,ETTT,EETT-ETTT,4,2,1
042251610715795|83001|1,TTT.,....,TTT.-....,3,3,0
042253840015705|79001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
042342720975892|79001|2,TTTT,....,TTTT-....,4,4,0
042342740795892|82001|2,TTTT,....,TTTT-....,4,4,0
042342740795892|83001|2,T...,....,T...-....,1,1,0
042345230015802|82001|2,TTTT,.TT.,TTTT-.TT.,4,4,0
042345330775892|80001|1,NTTT,NNTT,NTTT-NNTT,4,3,1
042510310991895|80001|1,TTNN,TTTT,TTNN-TTTT,4,2,1
042514120971895|80001|1,TTTE,UUNU,TTTE-UUNU,4,3,1
042596949100999|80001|1,TTTT,EEE.,TTTT-EEE.,4,4,0
042596949100999|81001|1,UTT.,TTTT,UTT.-TTTT,3,2,1
042860890784694|81001|1,ET..,....,ET..-....,2,1,1
042861430014604|82001|2,TTTT,T...,TTTT-T...,4,4,0
042862850984694|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
042911013908272|83001|1,TUTT,....,TUTT-....,4,3,2
042992360018301|83001|2,TTTT,....,TTTT-....,4,4,0
043182850968599|83001|2,T...,....,T...-....,1,1,0
043200190745992|81001|1,TT..,....,TT..-....,2,2,0
043201850905992|81001|5,EETT,....,EETT-....,4,2,1
043243180698945|83001|2,TTTT,....,TTTT-....,4,4,0
043243890688995|79001|2,TTTU,TTTT,TTTU-TTTT,4,3,1
043252540795598|83001|1,UTTT,....,UTTT-....,4,3,1
043253340975598|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
043255400685548|81001|2,TTNN,..EE,TTNN-..EE,4,2,1
043260380796992|83001|2,TTTT,....,TTTT-....,4,4,0
043272659300933|81001|1,TTTT,....,TTTT-....,4,4,0
043272659300933|81001|2,TTTT,....,TTTT-....,4,4,0
043372170972293|80001|1,TTTN,EEEE,TTTN-EEEE,4,3,1
043782140775094|80001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
043782140775094|83001|1,TTTT,....,TTTT-....,4,4,0
043782340975094|81001|1,TTTE,TTNN,TTTE-TTNN,4,3,1
043785360995094|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
043785360995094|82001|2,TTTT,EE..,TTTT-EE..,4,4,0
043785830955094|80001|2,TTTT,EEEE,TTTT-EEEE,4,4,0
043859058909792|80001|2,EUUT,EEEE,EUUT-EEEE,4,1,2
043859058909792|83001|1,T...,....,T...-....,1,1,0
044006119060450|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
044056128040920|81001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
044097769600958|81001|3,TT..,....,TT..-....,2,2,0
044410180998196|80001|2,TTT.,TTTT,TTT.-TTTT,3,3,0
044410360968166|83001|2,TTTT,....,TTTT-....,4,4,0
044410660998166|83001|2,TTT.,....,TTT.-....,3,3,0
044505450013402|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
044544048909576|82001|2,TTTT,....,TTTT-....,4,4,0
044544048909576|83001|1,T...,....,T...-....,1,1,0
044544048909576|83001|2,T...,....,T...-....,1,1,0
044571220965291|80001|2,TTT.,....,TTT.-....,3,3,0
044571820935291|82001|3,TENN,....,TENN-....,4,1,2
044572530695291|80001|1,NTEE,EEEE,NTEE-EEEE,4,1,2
044574290985291|80001|1,TTNT,NTTT,TTNT-NTTT,4,3,2
044575400695241|80001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
044641330993898|83001|2,NNNT,....,NNNT-....,4,1,1
044760760990387|80001|2,TTTT,....,TTTT-....,4,4,0
044761130990397|82001|1,TTTT,EEEE,TTTT-EEEE,4,4,0
044761130990397|82001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
044763860950397|83001|1,T...,....,T...-....,1,1,0
044862520998296|82001|2,TTT.,....,TTT.-....,3,3,0
044863230018206|87001|1,T...,....,T...-....,1,1,0
044865700698296|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
044892590013209|81001|2,TTTT,TTTT,TTTT-TTTT,4,4,0
045042154120340|82001|3,TTTT,TTT.,TTTT-TTT.,4,4,0
045060460988198|80001|1,TNNT,....,TNNT-....,4,2,2
045096141020300|82001|1,T...,....,T...-....,1,1,0
045202300793499|82001|1,TTTT,TT..,TTTT-TT..,4,4,0
045203360993499|81001|2,EETT,EEEE,EETT-EEEE,4,2,1
045420260982696|83001|2,TTTT,....,TTTT-....,4,4,0
045420260982696|87001|2,T...,....,T...-....,1,1,0
045421320942696|81001|1,TTTT,TTTT,TTTT-TTTT,4,4,0
